id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
ATNHPIUS42044Q,2024-09-18,2024-09-18,"All-Transactions House Price Index for Santa Ana-Anaheim-Irvine, CA (MSAD) (DISCONTINUED)",1975-04-01,2013-01-01,Quarterly,Q,Index 1995:Q1=100,Index 1995:Q1=100,Not Seasonally Adjusted,NSA,2013-05-23 10:49:31-05:00,4,"Estimated using sales prices and appraisal data. Metropolitan Division refers to a county or group of counties within a Metropolitan Statistical Area that has a population core of at least 2.5 million.  This series was discontinued because the source uses revised Metropolitan Statistical Areas (MSAs) as announced by the Office of Management and Budget (OMB) on February 28, 2013."
SMS06420440000000001,2024-09-18,2024-09-18,"All Employees: Total Nonfarm in Santa Ana-Anaheim-Irvine, CA (MD) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:56:49-06:00,0,This series is seasonally adjusted by the U.S. Bureau of Labor Statistics.
SMU06420440000000001,2024-09-18,2024-09-18,"All Employees: Total Nonfarm in Santa Ana-Anaheim-Irvine, CA (MD) (DISCONTINUED)",1949-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 14:02:20-06:00,0,
SMU06420440000000001A,2024-09-18,2024-09-18,"All Employees: Total Nonfarm in Santa Ana-Anaheim-Irvine, CA (MD) (DISCONTINUED)",1949-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-24 20:04:31-05:00,0,
SMU06420440000000001SA,2024-09-18,2024-09-18,"All Employees: Total Nonfarm in Santa Ana-Anaheim-Irvine, CA (MD) (DISCONTINUED)",1949-01-01,2013-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2014-02-02 08:00:25-06:00,0,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06420440500000001,2024-09-18,2024-09-18,"All Employees: Total Private in Santa Ana-Anaheim-Irvine, CA (MD) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 14:02:20-06:00,1,
SMU06420440500000001A,2024-09-18,2024-09-18,"All Employees: Total Private in Santa Ana-Anaheim-Irvine, CA (MD) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-24 20:04:30-05:00,0,
SMU06420440500000001SA,2024-09-18,2024-09-18,"All Employees: Total Private in Santa Ana-Anaheim-Irvine, CA (MD) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 14:02:19-06:00,1,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06420440500000002,2024-09-18,2024-09-18,"Average Weekly Hours of All Employees: Total Private in Santa Ana-Anaheim-Irvine, CA (MD) (DISCONTINUED)",2007-01-01,2014-12-01,Monthly,M,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2015-01-28 14:02:19-06:00,1,
SMU06420440500000002A,2024-09-18,2024-09-18,"Average Weekly Hours of All Employees: Total Private in Santa Ana-Anaheim-Irvine, CA (MD) (DISCONTINUED)",2007-01-01,2013-01-01,Annual,A,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2014-03-24 20:04:30-05:00,0,
